transaction_id,date,store_id,product_id,quantity,unit_price,total_amount,customer_age
181,2024-03-27,17,1083,4,285.97,1143.88,63
182,2024-02-26,19,1007,10,470.93,4709.3,46
183,2024-09-13,13,1084,7,377.21,2640.47,23
184,2024-09-09,5,1037,7,419.66,2937.62,67
185,2024-11-20,15,1092,2,317.58,635.16,31
186,2024-04-11,13,1039,10,404.56,4045.6,33
187,2024-09-18,13,1031,6,311.88,1871.28,68
188,2024-06-05,19,1044,3,101.19,303.57,25
189,2024-05-15,16,1001,7,367.39,2571.73,54
190,2024-05-07,2,1040,7,402.93,2820.51,54
191,2024-07-04,2,1046,1,104.34,104.34,64
192,2024-03-09,10,1008,6,245.72,1474.32,42
193,2024-08-29,18,1004,6,490.15,2940.9,59
194,2024-09-28,15,1000,8,404.89,3239.12,43
195,2024-02-25,15,1091,10,171.65,1716.5,35
196,2024-05-27,9,1026,5,31.36,156.8,61
197,2024-08-19,13,1026,6,44.9,269.4,18
198,2024-11-22,4,1080,10,141.44,1414.4,49
199,2024-03-16,15,1080,10,249.14,2491.4,59
200,2024-02-16,18,1096,2,390.61,781.22,70
201,2024-02-05,9,1044,10,36.71,367.1,30
202,2024-09-14,19,1038,9,250.72,2256.48,44
203,2024-03-11,15,1062,8,313.89,2511.12,22
204,2024-02-25,12,1024,4,430.31,1721.24,25
205,2024-05-06,2,1024,2,85.5,171.0,46
206,2024-07-29,5,1001,5,281.09,1405.45,18
207,2024-11-05,16,1082,7,121.32,849.24,35
208,2024-01-25,1,1009,1,77.25,77.25,35
209,2024-05-16,20,1039,1,143.75,143.75,66
210,2024-07-12,7,1040,9,137.15,1234.35,33
211,2024-07-12,3,1021,8,278.72,2229.76,55
212,2024-08-30,15,1086,4,335.91,1343.64,30
213,2024-01-28,14,1006,10,322.68,3226.8,67
214,2024-09-16,2,1029,1,228.17,228.17,55
215,2024-11-09,20,1080,9,230.32,2072.88,59
216,2024-01-04,16,1012,1,94.31,94.31,64
217,2024-07-22,18,1057,4,17.74,70.96,55
218,2024-05-19,6,1076,8,337.58,2700.64,48
219,2024-04-30,17,1097,4,72.16,288.64,52
220,2024-03-03,20,1057,10,400.66,4006.6,26
221,2024-11-17,6,1078,6,203.79,1222.74,36
222,2024-10-18,15,1017,1,162.82,162.82,40
223,2024-04-01,13,1088,1,363.66,363.66,34
224,2024-04-12,14,1013,1,494.49,494.49,40
225,2024-02-09,11,1060,8,64.94,519.52,18
226,2024-08-25,8,1088,7,49.8,348.6,66
227,2024-11-07,18,1067,1,378.19,378.19,48
228,2024-11-27,20,1054,1,114.43,114.43,40
229,2024-03-09,3,1005,4,353.44,1413.76,68
230,2024-02-10,16,1083,6,131.24,787.44,57
231,2024-06-22,10,1026,5,38.38,191.9,68
232,2024-06-23,3,1005,3,26.07,78.21,56
233,2024-10-18,13,1035,7,313.1,2191.7,36
234,2024-11-26,9,1024,4,39.28,157.12,59
235,2024-02-24,14,1053,6,262.09,1572.54,30
236,2024-08-26,2,1097,3,126.82,380.46,31
237,2024-05-18,19,1084,9,74.52,670.68,44
238,2024-04-28,13,1095,5,122.26,611.3,56
239,2024-07-17,13,1030,5,342.23,1711.15,53
240,2024-12-05,4,1001,6,291.86,1751.16,47
241,2024-10-19,7,1053,4,433.35,1733.4,35
242,2024-04-28,19,1002,5,447.62,2238.1,45
243,2024-12-30,6,1084,6,167.81,1006.86,53
244,2024-12-22,8,1052,2,114.36,228.72,38
245,2024-04-04,5,1099,1,170.67,170.67,61
246,2024-10-07,9,1034,8,148.59,1188.72,66
247,2024-08-25,3,1070,3,82.18,246.54,63
248,2024-10-17,1,1007,9,324.96,2924.64,57
249,2024-03-05,14,1087,8,30.53,244.24,24
250,2024-11-28,12,1019,9,395.85,3562.65,45
251,2024-10-11,6,1039,7,210.92,1476.44,61
252,2024-07-06,17,1048,7,251.73,1762.11,45
253,2024-09-26,16,1066,7,34.38,240.66,58
254,2024-02-24,12,1022,6,299.91,1799.46,38
255,2024-10-29,19,1080,7,390.15,2731.05,44
256,2024-06-09,17,1029,3,298.06,894.18,40
257,2024-05-04,8,1097,6,407.59,2445.54,29
258,2024-07-04,19,1005,8,485.7,3885.6,26
259,2024-08-03,11,1099,3,271.91,815.73,63
260,2024-11-28,14,1010,8,440.57,3524.56,48
261,2024-04-29,3,1025,7,149.22,1044.54,37
262,2024-08-11,13,1075,9,422.92,3806.28,33
263,2024-04-18,13,1038,3,234.54,703.62,35
264,2024-01-24,6,1083,1,188.46,188.46,37
265,2024-06-26,2,1022,10,220.38,2203.8,39
266,2024-10-06,17,1008,8,39.87,318.96,49
267,2024-11-14,6,1077,2,117.05,234.1,61
268,2024-10-18,18,1057,4,422.8,1691.2,61
269,2024-05-18,3,1051,2,203.07,406.14,24
270,2024-03-21,15,1097,3,227.73,683.19,35
271,2024-07-06,3,1005,5,89.65,448.25,47
272,2024-01-16,20,1028,9,289.56,2606.04,48
273,2024-09-25,4,1077,7,72.84,509.88,61
274,2024-09-17,19,1034,3,408.11,1224.33,44
275,2024-02-27,5,1047,4,227.86,911.44,23
276,2024-11-06,7,1034,8,321.49,2571.92,26
277,2024-10-12,12,1012,10,220.52,2205.2,33
278,2024-12-02,15,1094,2,306.38,612.76,55
279,2024-01-28,15,1075,7,404.33,2830.31,41
280,2024-09-30,10,1018,9,268.31,2414.79,36
281,2024-03-24,20,1016,10,226.05,2260.5,29
282,2024-08-08,4,1081,8,115.72,925.76,44
283,2024-08-10,2,1022,2,308.28,616.56,24
284,2024-11-07,13,1060,6,226.86,1361.16,43
285,2024-07-08,6,1054,5,55.56,277.8,18
286,2024-07-02,16,1049,5,413.39,2066.95,61
287,2024-11-24,12,1022,3,177.54,532.62,48
288,2024-06-22,5,1013,2,127.55,255.1,52
289,2024-07-16,2,1047,2,260.05,520.1,60
290,2024-06-30,8,1072,7,353.46,2474.22,43
291,2024-09-08,17,1053,2,192.81,385.62,31
292,2024-04-28,17,1088,6,236.38,1418.28,23
293,2024-08-08,8,1096,2,372.25,744.5,57
294,2024-03-10,9,1034,10,204.46,2044.6,52
295,2024-05-20,5,1026,2,397.9,795.8,24
296,2024-02-11,8,1100,1,269.64,269.64,54
297,2024-03-26,17,1019,6,486.66,2919.96,22
298,2024-03-19,3,1078,5,471.85,2359.25,51
299,2024-06-27,13,1088,3,259.95,779.85,57
300,2024-02-17,8,1093,3,474.03,1422.09,38
301,2024-06-14,14,1007,1,114.6,114.6,62
302,2024-02-21,6,1070,1,122.3,122.3,47
303,2024-10-21,19,1071,10,185.15,1851.5,46
304,2024-12-26,19,1082,9,240.51,2164.59,61
305,2024-01-25,14,1062,8,403.27,3226.16,45
306,2024-04-23,13,1086,10,303.47,3034.7,30
307,2024-12-04,15,1080,3,278.21,834.63,55
308,2024-11-05,10,1089,4,277.28,1109.12,63
309,2024-10-16,6,1002,6,488.24,2929.44,66
310,2024-08-08,15,1096,1,318.66,318.66,48
311,2024-01-18,17,1061,4,75.47,301.88,31
312,2024-01-19,12,1054,2,276.1,552.2,55
313,2024-02-27,17,1049,2,459.25,918.5,34
314,2024-10-25,19,1078,2,201.45,402.9,45
315,2024-07-05,20,1083,9,350.99,3158.91,40
316,2024-02-12,12,1031,4,266.68,1066.72,21
317,2024-10-26,9,1092,1,263.34,263.34,31
318,2024-08-20,2,1058,6,334.55,2007.3,36
319,2024-05-08,11,1037,9,473.14,4258.26,52
320,2024-03-17,20,1032,1,334.9,334.9,64
321,2024-10-05,13,1024,10,489.1,4891.0,52
322,2024-03-10,13,1020,8,133.66,1069.28,32
323,2024-02-05,12,1027,8,101.32,810.56,60
324,2024-10-30,8,1013,8,224.33,1794.64,36
325,2024-04-07,7,1050,2,319.34,638.68,21
326,2024-09-29,13,1035,9,358.77,3228.93,34
327,2024-08-16,12,1067,3,480.41,1441.23,65
328,2024-10-05,5,1045,8,64.06,512.48,39
329,2024-05-18,6,1038,8,75.86,606.88,41
330,2024-01-19,15,1028,9,221.32,1991.88,24
331,2024-05-17,6,1071,10,399.92,3999.2,44
332,2024-01-17,12,1077,3,85.18,255.54,55
333,2024-08-21,12,1022,6,76.7,460.2,28
334,2024-04-15,19,1033,10,80.77,807.7,50
335,2024-04-13,16,1064,6,254.44,1526.64,69
336,2024-09-03,15,1070,2,403.72,807.44,69
337,2024-10-16,2,1009,7,285.68,1999.76,55
338,2024-05-01,18,1071,9,171.99,1547.91,60
339,2024-04-23,18,1026,7,397.84,2784.88,62
340,2024-11-07,17,1033,2,384.57,769.14,38
341,2024-07-21,8,1013,7,356.19,2493.33,21
342,2024-11-27,11,1013,8,20.03,160.24,59
343,2024-04-07,6,1067,1,187.79,187.79,40
344,2024-02-11,19,1034,10,314.52,3145.2,64
345,2024-10-06,17,1055,6,489.31,2935.86,64
346,2024-10-23,3,1098,6,330.64,1983.84,57
347,2024-12-22,9,1000,8,170.78,1366.24,40
348,2024-02-04,20,1083,7,53.22,372.54,65
349,2024-05-30,15,1037,9,15.98,143.82,27
350,2024-11-07,19,1020,8,154.0,1232.0,65
351,2024-07-07,5,1099,6,45.49,272.94,48
352,2024-07-19,20,1032,8,199.33,1594.64,45
353,2024-10-13,19,1082,4,11.37,45.48,43
354,2024-01-01,20,1020,4,451.7,1806.8,67
355,2024-02-03,2,1055,2,322.91,645.82,37
356,2024-06-04,14,1017,8,111.05,888.4,28
357,2024-06-27,10,1079,8,327.22,2617.76,60
358,2024-12-16,15,1058,5,98.03,490.15,69
359,2024-06-29,1,1018,5,273.27,1366.35,36
360,2024-02-08,9,1060,3,17.6,52.8,52
361,2024-09-26,9,1019,2,367.33,734.66,53
362,2024-07-19,10,1076,3,268.37,805.11,36
363,2024-05-30,9,1075,5,443.37,2216.85,41
364,2024-04-28,2,1023,5,184.34,921.7,63
365,2024-05-03,16,1067,7,417.94,2925.58,21
366,2024-12-10,5,1006,1,359.9,359.9,47
367,2024-02-19,16,1028,5,236.44,1182.2,28
368,2024-11-25,1,1001,3,144.37,433.11,20
369,2024-03-29,5,1022,6,249.35,1496.1,36
370,2024-03-19,17,1051,10,340.15,3401.5,66
371,2024-01-17,20,1011,7,165.38,1157.66,41
372,2024-02-04,6,1051,10,388.5,3885.0,61
373,2024-03-24,18,1069,1,85.4,85.4,61
374,2024-09-01,9,1022,7,137.27,960.89,47
375,2024-02-11,19,1063,6,418.91,2513.46,33
376,2024-11-11,8,1034,10,97.48,974.8,29
377,2024-10-07,8,1032,4,320.83,1283.32,23
378,2024-12-20,17,1020,9,251.86,2266.74,20
379,2024-01-09,18,1032,7,89.11,623.77,26
380,2024-04-27,3,1087,10,199.87,1998.7,35
381,2024-03-01,9,1067,7,299.72,2098.04,40
382,2024-07-03,7,1045,7,89.93,629.51,20
383,2024-11-20,18,1054,5,458.82,2294.1,59
384,2024-06-04,10,1009,7,149.19,1044.33,59
385,2024-01-19,3,1047,3,285.95,857.85,21
386,2024-03-12,8,1058,4,303.07,1212.28,25
387,2024-05-19,15,1056,3,207.03,621.09,66
388,2024-08-23,12,1097,9,194.95,1754.55,18
389,2024-10-13,2,1029,4,360.37,1441.48,55
390,2024-05-16,17,1028,4,396.11,1584.44,54
391,2024-02-16,17,1054,2,473.79,947.58,41
392,2024-04-30,3,1027,4,391.69,1566.76,52
393,2024-10-31,6,1084,6,274.68,1648.08,69
394,2024-01-13,9,1013,8,232.06,1856.48,53
395,2024-03-06,10,1099,2,457.68,915.36,38
396,2024-07-12,18,1062,3,404.17,1212.51,62
397,2024-03-31,1,1055,8,251.71,2013.68,19
398,2024-08-22,20,1053,9,452.23,4070.07,45
399,2024-05-03,3,1054,8,412.59,3300.72,67
400,2024-11-29,10,1066,10,426.14,4261.4,31
401,2024-10-13,4,1019,7,36.38,254.66,53
402,2024-06-18,14,1083,7,147.4,1031.8,69
403,2024-02-07,13,1018,2,22.74,45.48,44
404,2024-10-16,14,1038,4,353.67,1414.68,35
405,2024-10-21,15,1038,1,103.47,103.47,31
406,2024-01-05,9,1020,9,392.17,3529.53,35
407,2024-02-06,15,1095,7,118.82,831.74,55
408,2024-10-19,10,1071,2,48.6,97.2,40
409,2024-02-16,5,1034,7,342.65,2398.55,68
410,2024-06-04,18,1052,10,180.1,1801.0,47
411,2024-11-23,20,1075,5,321.89,1609.45,39
412,2024-09-04,8,1062,6,12.87,77.22,65
413,2024-11-27,20,1046,6,112.29,673.74,52
414,2024-11-04,2,1022,1,111.83,111.83,33
415,2024-09-12,7,1008,4,289.08,1156.32,49
416,2024-12-17,2,1083,2,468.88,937.76,19
417,2024-12-16,8,1009,1,186.13,186.13,43
418,2024-05-23,5,1011,2,292.71,585.42,25
419,2024-12-24,16,1049,1,237.56,237.56,23
420,2024-10-16,15,1013,10,101.67,1016.7,50
421,2024-10-13,2,1034,10,319.32,3193.2,53
422,2024-02-21,4,1038,8,104.38,835.04,58
423,2024-02-23,4,1008,5,112.93,564.65,39
424,2024-12-04,4,1086,5,137.27,686.35,43
425,2024-03-21,15,1010,1,186.16,186.16,29
426,2024-08-14,9,1060,4,214.31,857.24,27
427,2024-04-24,10,1040,9,220.5,1984.5,38
428,2024-10-27,20,1082,3,219.79,659.37,19
429,2024-12-06,7,1006,3,334.4,1003.2,44
430,2024-03-10,6,1084,1,105.23,105.23,19
431,2024-07-21,13,1076,10,54.72,547.2,44
432,2024-05-05,17,1036,5,469.94,2349.7,43
433,2024-03-27,13,1024,1,163.64,163.64,18
434,2024-04-26,17,1071,2,452.55,905.1,54
435,2024-11-10,17,1015,8,423.4,3387.2,66
436,2024-09-14,8,1029,4,211.61,846.44,39
437,2024-08-02,11,1075,1,243.32,243.32,25
438,2024-11-16,2,1017,10,408.56,4085.6,65
439,2024-08-13,13,1013,2,273.95,547.9,35
440,2024-05-17,1,1039,9,351.89,3167.01,46
441,2024-12-10,3,1098,1,280.72,280.72,21
442,2024-04-18,12,1033,1,357.39,357.39,49
443,2024-05-10,2,1095,6,117.54,705.24,27
444,2024-09-17,4,1090,3,128.13,384.39,63
445,2024-01-11,1,1024,2,76.79,153.58,55
446,2024-11-16,17,1077,7,248.39,1738.73,34
447,2024-12-05,6,1071,10,112.62,1126.2,55
448,2024-10-12,1,1075,9,102.88,925.92,43
449,2024-12-29,17,1032,2,441.64,883.28,39
450,2024-07-01,9,1044,5,431.73,2158.65,51
451,2024-01-04,7,1013,7,438.61,3070.27,57
452,2024-11-05,19,1043,6,65.99,395.94,39
453,2024-01-22,13,1089,10,191.46,1914.6,53
454,2024-05-17,6,1076,8,44.42,355.36,64
455,2024-04-23,13,1072,4,340.12,1360.48,70
456,2024-11-13,2,1083,8,183.32,1466.56,38
457,2024-10-30,2,1052,9,437.15,3934.35,63
458,2024-02-15,16,1086,4,251.82,1007.28,40
459,2024-03-10,12,1079,6,11.97,71.82,60
460,2024-08-22,9,1037,5,436.98,2184.9,30
461,2024-02-22,18,1021,3,120.04,360.12,61
462,2024-11-28,7,1026,2,257.72,515.44,51
463,2024-04-20,3,1012,10,292.68,2926.8,35
464,2024-10-31,3,1042,1,110.44,110.44,30
465,2024-02-05,14,1028,10,240.35,2403.5,44
466,2024-06-29,6,1005,1,62.27,62.27,69
467,2024-02-11,13,1078,9,86.64,779.76,41
468,2024-04-23,14,1075,10,103.58,1035.8,32
469,2024-08-05,3,1044,7,310.87,2176.09,53
470,2024-01-16,3,1032,4,136.58,546.32,22
471,2024-10-01,18,1029,9,311.89,2807.01,53
472,2024-05-07,14,1083,6,150.91,905.46,51
473,2024-04-28,2,1064,4,403.92,1615.68,50
474,2024-08-08,2,1020,7,446.56,3125.92,59
475,2024-04-07,17,1002,3,370.68,1112.04,57
476,2024-03-13,8,1080,1,104.37,104.37,51
477,2024-06-24,2,1049,2,258.64,517.28,58
478,2024-09-03,9,1080,4,361.97,1447.88,57
479,2024-07-26,15,1019,2,21.87,43.74,69
480,2024-02-27,16,1056,8,416.36,3330.88,70
481,2024-10-21,3,1021,8,439.45,3515.6,55
482,2024-10-30,1,1082,3,103.27,309.81,23
483,2024-11-14,19,1041,8,366.1,2928.8,20
484,2024-12-03,13,1036,2,483.85,967.7,33
485,2024-10-10,9,1013,3,99.08,297.24,31
486,2024-06-10,16,1092,3,164.03,492.09,35
487,2024-10-08,4,1099,1,485.51,485.51,48
488,2024-08-14,5,1055,2,314.14,628.28,30
489,2024-05-09,12,1047,1,444.74,444.74,22
490,2024-08-16,7,1094,8,466.54,3732.32,27
491,2024-08-02,14,1098,2,440.52,881.04,28
492,2024-07-20,11,1040,10,181.9,1819.0,65
493,2024-09-18,16,1018,7,226.78,1587.46,37
494,2024-12-21,13,1069,10,351.54,3515.4,37
495,2024-07-19,2,1016,7,219.46,1536.22,48
496,2024-10-19,11,1029,3,432.31,1296.93,58
497,2024-10-13,3,1093,7,362.55,2537.85,19
498,2024-06-15,8,1096,3,494.84,1484.52,49
499,2024-12-08,11,1017,10,102.28,1022.8,19
500,2024-06-05,20,1091,7,81.92,573.44,31
501,2024-10-12,13,1045,1,386.26,386.26,69
502,2024-08-12,8,1023,9,316.44,2847.96,52
503,2024-09-27,11,1014,4,356.12,1424.48,43
504,2024-07-09,19,1088,9,43.49,391.41,22
505,2024-09-18,20,1090,4,312.2,1248.8,60
506,2024-03-11,6,1052,8,94.46,755.68,67
507,2024-05-08,18,1097,9,185.69,1671.21,46
508,2024-08-09,6,1078,3,384.49,1153.47,41
509,2024-01-17,19,1020,5,192.54,962.7,61
510,2024-12-01,15,1048,10,71.86,718.6,60
511,2024-08-20,18,1088,7,428.79,3001.53,53
512,2024-01-13,13,1095,9,65.21,586.89,42
513,2024-02-03,9,1096,4,335.03,1340.12,42
514,2024-01-10,4,1010,2,378.15,756.3,68
515,2024-10-29,16,1077,4,9.79,39.16,32
516,2024-04-16,2,1024,4,39.02,156.08,23
517,2024-03-11,14,1078,3,121.53,364.59,44
518,2024-03-10,13,1000,1,378.91,378.91,27
519,2024-07-31,16,1074,4,155.48,621.92,54
520,2024-08-29,8,1093,8,105.78,846.24,25
521,2024-09-21,13,1041,3,303.72,911.16,28
522,2024-10-05,19,1083,9,159.56,1436.04,37
523,2024-08-21,15,1086,9,193.89,1745.01,19
524,2024-02-27,3,1065,6,361.56,2169.36,26
525,2024-05-09,8,1099,5,176.69,883.45,36
